epoch,channel,band,power,relative_power,total_power
22,EEG Fpz-Cz,gamma,5.556687414995037,0.04178253175869973,131.84211590180655
23,EEG Fpz-Cz,delta,100.60168122627127,0.7083355750015146,140.80203365296353
23,EEG Fpz-Cz,theta,12.04492546106172,0.08480821690367056,140.80203365296353
23,EEG Fpz-Cz,alpha,5.256665981829792,0.037012140109821054,140.80203365296353
23,EEG Fpz-Cz,sigma,3.1095196947079016,0.02189410151084304,140.80203365296353
23,EEG Fpz-Cz,beta,9.740316638808656,0.06858148594484549,140.80203365296353
23,EEG Fpz-Cz,gamma,10.048924650284182,0.07075439230778116,140.80203365296353
24,EEG Fpz-Cz,delta,68.00592455002024,0.6356484088531552,106.04653446221333
24,EEG Fpz-Cz,theta,13.491647640855156,0.12610584169632397,106.04653446221333
24,EEG Fpz-Cz,alpha,4.6039771185936536,0.04303317320063579,106.04653446221333
24,EEG Fpz-Cz,sigma,2.7417652615593635,0.025627160243622417,106.04653446221333
24,EEG Fpz-Cz,beta,8.578710508574964,0.08018483273139906,106.04653446221333
24,EEG Fpz-Cz,gamma,8.624509382609952,0.08061291280824874,106.04653446221333
25,EEG Fpz-Cz,delta,186.12783554150062,0.7901124246911491,233.5865158295793
25,EEG Fpz-Cz,theta,25.941581635212888,0.11012198098414629,233.5865158295793
25,EEG Fpz-Cz,alpha,4.244251861505575,0.018016843743645115,233.5865158295793
25,EEG Fpz-Cz,sigma,2.737377330688976,0.011620163280537416,233.5865158295793
25,EEG Fpz-Cz,beta,6.522756430903031,0.027689092737241145,233.5865158295793
25,EEG Fpz-Cz,gamma,8.012713029768207,0.03401395660077357,233.5865158295793
26,EEG Fpz-Cz,delta,317.49925789824977,0.86335320531911,365.4267169564338
26,EEG Fpz-Cz,theta,22.981158665891613,0.06249103423889905,365.4267169564338
26,EEG Fpz-Cz,alpha,5.942589609835593,0.01615926229721081,365.4267169564338
26,EEG Fpz-Cz,sigma,2.5926982321485252,0.007050140349833424,365.4267169564338
26,EEG Fpz-Cz,beta,8.000243668206826,0.021754494986863254,365.4267169564338
26,EEG Fpz-Cz,gamma,8.410768882101456,0.022870807074099143,365.4267169564338
27,EEG Fpz-Cz,delta,200.93238850698071,0.8033670736175369,248.1482718291737
27,EEG Fpz-Cz,theta,20.244402185640215,0.08094108800408363,248.1482718291737
27,EEG Fpz-Cz,alpha,5.1067637145061875,0.020417842297418005,248.1482718291737
27,EEG Fpz-Cz,sigma,3.329124059361444,0.013310490524458289,248.1482718291737
27,EEG Fpz-Cz,beta,8.91781736080797,0.035655181772544675,248.1482718291737
27,EEG Fpz-Cz,gamma,9.617776001877155,0.038453753617071,248.1482718291737
28,EEG Fpz-Cz,delta,112.6255596199278,0.7086090749754281,157.53244910097982
28,EEG Fpz-Cz,theta,16.665493719389527,0.10485470730052555,157.53244910097982
28,EEG Fpz-Cz,alpha,4.793250981944977,0.030157818135627838,157.53244910097982
28,EEG Fpz-Cz,sigma,2.832025649564046,0.01781832723066163,157.53244910097982
28,EEG Fpz-Cz,beta,9.458302552468222,0.05950904079997444,157.53244910097982
28,EEG Fpz-Cz,gamma,11.15781657768525,0.07020191607074662,157.53244910097982
29,EEG Fpz-Cz,delta,178.2547242896868,0.7672454178306555,230.49749137349946
29,EEG Fpz-Cz,theta,22.970712412983495,0.09887072510081585,230.49749137349946
29,EEG Fpz-Cz,alpha,6.8771425348068655,0.029600652205009435,230.49749137349946
29,EEG Fpz-Cz,sigma,3.2405947001082653,0.013948193769404765,230.49749137349946
29,EEG Fpz-Cz,beta,8.756818598595071,0.03769116903531654,230.49749137349946
29,EEG Fpz-Cz,gamma,10.397498837318983,0.04475299811335269,230.49749137349946
30,EEG Fpz-Cz,delta,302.58171553694274,0.8289341453410096,362.62746515619915
30,EEG Fpz-Cz,theta,30.649883160316985,0.08396652341406007,362.62746515619915
30,EEG Fpz-Cz,alpha,5.952439579025346,0.016306935157590352,362.62746515619915
30,EEG Fpz-Cz,sigma,3.6820320961924735,0.010087067301338076,362.62746515619915
30,EEG Fpz-Cz,beta,8.723689858182166,0.02389888094850654,362.62746515619915
30,EEG Fpz-Cz,gamma,11.037704925539446,0.03023821344505931,362.62746515619915
31,EEG Fpz-Cz,delta,184.97807936218004,0.7780682013902053,236.413575864029
31,EEG Fpz-Cz,theta,23.137105978783453,0.09732097174086717,236.413575864029
31,EEG Fpz-Cz,alpha,5.42552913993472,0.022821253815884596,236.413575864029
31,EEG Fpz-Cz,sigma,3.8803074944670066,0.01632163056007036,236.413575864029
31,EEG Fpz-Cz,beta,9.11165140960065,0.038326088412246745,236.413575864029
31,EEG Fpz-Cz,gamma,9.880902479063137,0.04156176800248765,236.413575864029
32,EEG Fpz-Cz,delta,78.23731164039232,0.6002372651295923,129.1378482262089
32,EEG Fpz-Cz,theta,23.101777850776504,0.1772370198571913,129.1378482262089
32,EEG Fpz-Cz,alpha,5.598530811353765,0.04295197205134809,129.1378482262089
32,EEG Fpz-Cz,sigma,2.894850473810692,0.02220931541392775,129.1378482262089
32,EEG Fpz-Cz,beta,9.369715567645178,0.0718845309155782,129.1378482262089
32,EEG Fpz-Cz,gamma,9.93566188223044,0.07622647545526567,129.1378482262089
33,EEG Fpz-Cz,delta,175.00745594467543,0.7974994397054993,217.71240681567946
33,EEG Fpz-Cz,theta,18.47181332046793,0.08417504667958091,217.71240681567946
33,EEG Fpz-Cz,alpha,4.599516491959701,0.02095974600312831,217.71240681567946
33,EEG Fpz-Cz,sigma,2.8393686727925034,0.012938848310469726,217.71240681567946
33,EEG Fpz-Cz,beta,8.02589107008718,0.0365735482353124,217.71240681567946
33,EEG Fpz-Cz,gamma,8.768361315696731,0.039956944683626046,217.71240681567946
34,EEG Fpz-Cz,delta,115.78720873321787,0.7149147203803041,160.60243934932035
34,EEG Fpz-Cz,theta,18.119908453553276,0.11187927774678584,160.60243934932035
34,EEG Fpz-Cz,alpha,5.169920209918022,0.03192107402621647,160.60243934932035
34,EEG Fpz-Cz,sigma,3.1488666883435963,0.019442312951846674,160.60243934932035
34,EEG Fpz-Cz,beta,8.644673034603674,0.053375533212416226,160.60243934932035
34,EEG Fpz-Cz,gamma,9.73186222968395,0.06008825707807342,160.60243934932035
35,EEG Fpz-Cz,delta,125.27450519200745,0.749009829152137,165.87004288362513
35,EEG Fpz-Cz,theta,19.289322779130558,0.11532986968986873,165.87004288362513
35,EEG Fpz-Cz,alpha,4.852913152905063,0.029015318368062377,165.87004288362513
35,EEG Fpz-Cz,sigma,2.1336681793340753,0.01275709240296667,165.87004288362513
35,EEG Fpz-Cz,beta,6.091131688786614,0.03641856336665305,165.87004288362513
35,EEG Fpz-Cz,gamma,8.22850189146134,0.04919778997694026,165.87004288362513
36,EEG Fpz-Cz,delta,336.3491189264763,0.8460082771469377,395.5852980430994
36,EEG Fpz-Cz,theta,32.60159429936362,0.08200175672669775,395.5852980430994
36,EEG Fpz-Cz,alpha,6.336995544619549,0.015939244021517168,395.5852980430994
36,EEG Fpz-Cz,sigma,3.1288615102314083,0.007869926177154237,395.5852980430994
36,EEG Fpz-Cz,beta,7.792678208454908,0.01960067648322437,395.5852980430994
36,EEG Fpz-Cz,gamma,9.376049553953624,0.023583280238407726,395.5852980430994
37,EEG Fpz-Cz,delta,229.87750670032224,0.7975524629739061,286.4412771775497
37,EEG Fpz-Cz,theta,21.033529524920002,0.07297514018848024,286.4412771775497
37,EEG Fpz-Cz,alpha,5.909025638177567,0.02050117046748824,286.4412771775497
37,EEG Fpz-Cz,sigma,3.376149113870302,0.011713438516821427,286.4412771775497
37,EEG Fpz-Cz,beta,12.429589909060496,0.04312405414528064,286.4412771775497
37,EEG Fpz-Cz,gamma,13.815476291199033,0.04793234145160471,286.4412771775497
38,EEG Fpz-Cz,delta,181.1199582616324,0.7829933368360897,229.31747963342664
38,EEG Fpz-Cz,theta,22.716366142580892,0.09820432545085038,229.31747963342664
38,EEG Fpz-Cz,alpha,6.16864629786199,0.026667458378868882,229.31747963342664
38,EEG Fpz-Cz,sigma,3.1217109723401664,0.013495359177035796,229.31747963342664
38,EEG Fpz-Cz,beta,7.313613494711605,0.03161722589556698,229.31747963342664
38,EEG Fpz-Cz,gamma,8.877184464299608,0.03837664469517419,229.31747963342664
39,EEG Fpz-Cz,delta,79.56139868284309,0.6193021015758536,127.09667027032357
39,EEG Fpz-Cz,theta,19.794697265886334,0.15408097167432985,127.09667027032357
39,EEG Fpz-Cz,alpha,4.601708830806919,0.035819480262272475,127.09667027032357
39,EEG Fpz-Cz,sigma,3.034977928967904,0.023624122259824874,127.09667027032357
39,EEG Fpz-Cz,beta,10.597116923362405,0.08248744856088876,127.09667027032357
39,EEG Fpz-Cz,gamma,9.506770638456914,0.0740002455093289,127.09667027032357
40,EEG Fpz-Cz,delta,163.69024408766967,0.7695866121761101,211.84015629393548
40,EEG Fpz-Cz,theta,21.14448196734669,0.09941038535414434,211.84015629393548
40,EEG Fpz-Cz,alpha,4.8784807317445775,0.02293608565272186,211.84015629393548
40,EEG Fpz-Cz,sigma,2.6351806237268454,0.012389252273335911,211.84015629393548
40,EEG Fpz-Cz,beta,9.49643534352395,0.04464731263921786,211.84015629393548
40,EEG Fpz-Cz,gamma,9.995333539923724,0.04699287315156238,211.84015629393548
41,EEG Fpz-Cz,delta,344.9550427340729,0.8471490131035836,404.9997637268001
41,EEG Fpz-Cz,theta,28.979708304558343,0.07116907494859297,404.9997637268001
41,EEG Fpz-Cz,alpha,7.899977616696059,0.01940095784216063,404.9997637268001
41,EEG Fpz-Cz,sigma,3.696110844530495,0.00907699922125586,404.9997637268001
41,EEG Fpz-Cz,beta,9.444506240314903,0.023194048932635353,404.9997637268001
41,EEG Fpz-Cz,gamma,10.024417986627412,0.024618210352865818,404.9997637268001
42,EEG Fpz-Cz,delta,279.17847732319365,0.8592218511807248,323.09609546081674
42,EEG Fpz-Cz,theta,22.20617647333227,0.06834349209152764,323.09609546081674
42,EEG Fpz-Cz,alpha,5.202414932263922,0.016011365315726972,323.09609546081674
42,EEG Fpz-Cz,sigma,2.234924096479404,0.006878379873110324,323.09609546081674
42,EEG Fpz-Cz,beta,7.018340739117081,0.021600202780317573,323.09609546081674
42,EEG Fpz-Cz,gamma,7.2557618964304,0.022330908987515847,323.09609546081674
43,EEG Fpz-Cz,delta,316.5992503925419,0.8532102985579617,369.1945748586607
43,EEG Fpz-Cz,theta,26.35011734490088,0.0710115120582415,369.1945748586607
43,EEG Fpz-Cz,alpha,5.252346192179678,0.014154663528745243,369.1945748586607
43,EEG Fpz-Cz,sigma,3.1500470084259624,0.008489131118277728,369.1945748586607
43,EEG Fpz-Cz,beta,8.731237068750989,0.02353000323586636,369.1945748586607
43,EEG Fpz-Cz,gamma,9.111576851861289,0.02455498930105337,369.1945748586607
44,EEG Fpz-Cz,delta,214.59314843212252,0.7788372711121498,273.79074027416084
44,EEG Fpz-Cz,theta,26.22879180787161,0.09519390896430675,273.79074027416084
44,EEG Fpz-Cz,alpha,6.022398373423939,0.02185749334952035,273.79074027416084
44,EEG Fpz-Cz,sigma,3.494445371402107,0.012682624384786286,273.79074027416084
44,EEG Fpz-Cz,beta,11.026340623096763,0.040018635748578384,273.79074027416084
44,EEG Fpz-Cz,gamma,12.425615666243933,0.04509711828216586,273.79074027416084
45,EEG Fpz-Cz,delta,110.43491413053468,0.7938054537179055,138.14887570074836
45,EEG Fpz-Cz,theta,10.624507389889246,0.07636889090339205,138.14887570074836
45,EEG Fpz-Cz,alpha,3.697900934148853,0.026580488172121195,138.14887570074836
45,EEG Fpz-Cz,sigma,1.783359015369103,0.012818773152335624,138.14887570074836
45,EEG Fpz-Cz,beta,5.392870301943118,0.03876391710519862,138.14887570074836
45,EEG Fpz-Cz,gamma,6.215323928863381,0.044675708494900636,138.14887570074836
46,EEG Fpz-Cz,delta,159.57289236815888,0.70051302214635,226.21002710099694
46,EEG Fpz-Cz,theta,29.28405180031761,0.12855478974462758,226.21002710099694
46,EEG Fpz-Cz,alpha,6.787568443701077,0.029796916086174838,226.21002710099694
46,EEG Fpz-Cz,sigma,3.8804436951852543,0.017034856609050106,226.21002710099694
46,EEG Fpz-Cz,beta,12.221103526782336,0.053649727334377624,226.21002710099694
46,EEG Fpz-Cz,gamma,14.463967266851792,0.06349573083473173,226.21002710099694
47,EEG Fpz-Cz,delta,105.00136859316132,0.6811062959591964,153.0293496111231
47,EEG Fpz-Cz,theta,17.890188163558534,0.11604724735833606,153.0293496111231
47,EEG Fpz-Cz,alpha,6.427219848974175,0.04169107472886156,153.0293496111231
47,EEG Fpz-Cz,sigma,3.4121256100893027,0.02213323756417019,153.0293496111231
47,EEG Fpz-Cz,beta,9.450738877127192,0.06130356048613362,153.0293496111231
47,EEG Fpz-Cz,gamma,10.847708518212594,0.07036520254428386,153.0293496111231
48,EEG Fpz-Cz,delta,163.82398570395105,0.7507722062036681,215.9419089486664
48,EEG Fpz-Cz,theta,20.78249325846646,0.0952419650091288,215.9419089486664
48,EEG Fpz-Cz,alpha,5.5165276009996225,0.02528113071959052,215.9419089486664
48,EEG Fpz-Cz,sigma,3.0935647352876776,0.014177181756174191,215.9419089486664
48,EEG Fpz-Cz,beta,11.716653717035543,0.05369505523055426,215.9419089486664
48,EEG Fpz-Cz,gamma,11.008683932926056,0.05045057284015546,215.9419089486664
49,EEG Fpz-Cz,delta,316.1311209427822,0.8464058986833113,371.5964258676521
49,EEG Fpz-Cz,theta,24.37144602544729,0.06525183478887576,371.5964258676521
49,EEG Fpz-Cz,alpha,7.027135003242381,0.018814372023388478,371.5964258676521
49,EEG Fpz-Cz,sigma,3.9189078148936085,0.010492439596044801,371.5964258676521
49,EEG Fpz-Cz,beta,9.677690123854463,0.02591093841704439,371.5964258676521
49,EEG Fpz-Cz,gamma,10.470125957432131,0.028032597182773948,371.5964258676521
50,EEG Fpz-Cz,delta,216.60858172317967,0.8315645764346924,258.8128510692212
50,EEG Fpz-Cz,theta,20.833550108775043,0.07998040582701686,258.8128510692212
50,EEG Fpz-Cz,alpha,4.7861734674189655,0.018374213433812937,258.8128510692212
50,EEG Fpz-Cz,sigma,2.748892885217776,0.01055305348281057,258.8128510692212
50,EEG Fpz-Cz,beta,6.374275349567421,0.024470967581123795,258.8128510692212
50,EEG Fpz-Cz,gamma,7.4613775350623,0.028644374106528963,258.8128510692212
51,EEG Fpz-Cz,delta,117.50149714705103,0.7454943339639307,156.48783934640178
51,EEG Fpz-Cz,theta,19.032402346673138,0.12075206236231976,156.48783934640178
51,EEG Fpz-Cz,alpha,4.077690374353138,0.025871117760611594,156.48783934640178
51,EEG Fpz-Cz,sigma,2.2885468445033132,0.014519803977076997,156.48783934640178
51,EEG Fpz-Cz,beta,7.0488910721215,0.04472205446386008,156.48783934640178
51,EEG Fpz-Cz,gamma,6.538811561699674,0.041485828593353286,156.48783934640178
52,EEG Fpz-Cz,delta,264.39112079945744,0.8565253880918566,307.04015411978844
52,EEG Fpz-Cz,theta,17.750423168139484,0.05750453361259988,307.04015411978844
52,EEG Fpz-Cz,alpha,5.128734800410228,0.016615125167813865,307.04015411978844
52,EEG Fpz-Cz,sigma,2.71077179329533,0.00878185642263636,307.04015411978844
52,EEG Fpz-Cz,beta,8.208055744374155,0.02659093887370855,307.04015411978844
52,EEG Fpz-Cz,gamma,8.851047814111805,0.02867398549950566,307.04015411978844
53,EEG Fpz-Cz,delta,149.40926890177337,0.7378653367786364,200.8606027922743
53,EEG Fpz-Cz,theta,21.857584918695462,0.10794480406569638,200.8606027922743
53,EEG Fpz-Cz,alpha,5.592538177466005,0.027619036597229186,200.8606027922743
53,EEG Fpz-Cz,sigma,2.9588664623012373,0.01461251376662751,200.8606027922743
53,EEG Fpz-Cz,beta,9.522823967597715,0.04702895453263113,200.8606027922743
53,EEG Fpz-Cz,gamma,11.519520364440515,0.056889742087047813,200.8606027922743
54,EEG Fpz-Cz,delta,219.63176787396677,0.7897433243662279,276.28701379015104
54,EEG Fpz-Cz,theta,21.49018086973422,0.07727355220777739,276.28701379015104
54,EEG Fpz-Cz,alpha,6.2178222917672965,0.02235780230953005,276.28701379015104
54,EEG Fpz-Cz,sigma,3.8788539654517065,0.013947431444274473,276.28701379015104
54,EEG Fpz-Cz,beta,11.56491771114401,0.04158467897258738,276.28701379015104
54,EEG Fpz-Cz,gamma,13.503471078087033,0.04855525338124692,276.28701379015104
55,EEG Fpz-Cz,delta,126.94127784545061,0.6926026083113468,181.71097964455925
55,EEG Fpz-Cz,theta,19.259545322431055,0.10508174765222283,181.71097964455925
55,EEG Fpz-Cz,alpha,5.266953925021926,0.02873695686888508,181.71097964455925
55,EEG Fpz-Cz,sigma,3.9241164949296072,0.021410319525968356,181.71097964455925
